horas_trabajo_totales,horas_visual,area,ciudad,etnia,condicion_actividad,empleo,desempleo,empleo_adecuado,personas_hogar,genero,edad,seguro,estado_civil,asiste_a_clases,nivel_educativo,rama_instruccion,como_busca_empleo,razon_dejo_trabajo,ocupacion_actual,tiempo_experiencia,ingreso_laboral,ingreso_per_capita
60.0,60.0,1,Mira (chontahuasi),No hay dato,1.0,1.0,,1.0,,1,33.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,4.0,650.0,250.0
,0.0,1,Mira (chontahuasi),No hay dato,9.0,,,,,2,34.0,6.0,Casado(a),No,8.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,250.0
,0.0,1,Mira (chontahuasi),No hay dato,0.0,,,,,1,11.0,6.0,,Si,5.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,250.0
40.0,40.0,1,Mira (chontahuasi),No hay dato,1.0,1.0,,1.0,,1,48.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,25.0,600.0,166.66666666666666
,0.0,1,Mira (chontahuasi),No hay dato,9.0,,,,,2,48.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,166.66666666666666
16.0,16.0,1,Mira (chontahuasi),No hay dato,4.0,1.0,,,,1,28.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,5.0,400.0,166.66666666666666
,0.0,1,Mira (chontahuasi),No hay dato,9.0,,,,,2,18.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,166.66666666666666
,0.0,1,Mira (chontahuasi),No hay dato,0.0,,,,,1,13.0,6.0,Soltero(a),Si,5.0,Servicios,No realizó ninguna gestión,,,,,166.66666666666666
,0.0,1,Mira (chontahuasi),No hay dato,0.0,,,,,1,8.0,6.0,,Si,5.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,166.66666666666666
18.0,18.0,1,Mira (chontahuasi),No hay dato,4.0,1.0,,,,1,66.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,,,Jornalero o peón,1.0,160.0,130.0
,0.0,1,Mira (chontahuasi),No hay dato,9.0,,,,,2,79.0,6.0,Soltero(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,130.0
16.0,16.0,1,Mira (chontahuasi),No hay dato,1.0,1.0,,1.0,,1,62.0,6.0,Soltero(a),No,6.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,6.0,500.0,500.0
,0.0,1,Mira (chontahuasi),No hay dato,9.0,,,,,2,66.0,6.0,Casado(a),No,4.0,Ciencias,No realizó ninguna gestión,,,,,334.5
36.0,36.0,1,Mira (chontahuasi),No hay dato,4.0,1.0,,,,1,69.0,6.0,Casado(a),No,4.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,5.0,340.0,334.5
30.0,30.0,1,Mira (chontahuasi),No hay dato,4.0,1.0,,,,1,76.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,1.0,120.0,70.0
30.0,30.0,1,Mira (chontahuasi),No hay dato,5.0,1.0,,,,2,76.0,6.0,Casado(a),No,1.0,Sin dato,,,Trabajador del hogar no remunerado,1.0,,70.0
20.0,20.0,2,Mira (chontahuasi),No hay dato,4.0,1.0,,,,1,75.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,45.0,15.0,168.4
,0.0,2,Mira (chontahuasi),No hay dato,9.0,,,,,2,73.0,6.0,Casado(a),No,4.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,168.4
40.0,40.0,2,Mira (chontahuasi),No hay dato,1.0,1.0,,1.0,,2,28.0,6.0,Soltero(a),No,9.0,Ciencias,,,Empleado de gobierno,4.0,820.0,168.4
,0.0,2,Mira (chontahuasi),No hay dato,0.0,,,,,2,11.0,6.0,,Si,5.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,168.4
,0.0,2,Mira (chontahuasi),No hay dato,0.0,,,,,2,4.0,6.0,,,,Sin dato,,,,,,168.4
30.0,30.0,2,Mira (chontahuasi),No hay dato,4.0,1.0,,,,1,74.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,50.0,400.0,180.0
,0.0,2,Mira (chontahuasi),No hay dato,9.0,,,,,2,72.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,180.0
48.0,48.0,2,Mira (chontahuasi),No hay dato,4.0,1.0,,,,2,52.0,6.0,Soltero(a),No,6.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,6.0,300.0,180.0
30.0,30.0,2,Mira (chontahuasi),No hay dato,2.0,1.0,,,,1,46.0,6.0,Soltero(a),No,4.0,Agricultura y Veterinaria,,,Jornalero o peón,30.0,200.0,180.0
20.0,20.0,2,Mira (chontahuasi),No hay dato,2.0,1.0,,,,1,32.0,6.0,Soltero(a),No,8.0,"Cs. Sociales, Comercio y Derecho",,,Trabajador del hogar no remunerado,2.0,,180.0
48.0,48.0,2,Mira (chontahuasi),No hay dato,4.0,1.0,,,,2,42.0,6.0,Divorciado(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,2.0,100.0,75.0
,0.0,2,Mira (chontahuasi),No hay dato,9.0,,,,,1,25.0,6.0,Soltero(a),Si,9.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,75.0
40.0,40.0,2,Mira (chontahuasi),No hay dato,1.0,1.0,,1.0,,1,52.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Empleado privado,32.0,570.0,190.5
,0.0,2,Mira (chontahuasi),No hay dato,9.0,,,,,2,49.0,6.0,Casado(a),No,4.0,Ciencias,No realizó ninguna gestión,,,,,190.5
35.0,35.0,2,Mira (chontahuasi),No hay dato,2.0,1.0,,,,1,27.0,6.0,Unión libre,No,7.0,"Cs. Sociales, Comercio y Derecho",,,Jornalero o peón,10.0,400.0,190.5
35.0,35.0,2,Mira (chontahuasi),No hay dato,2.0,1.0,,,,1,25.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Jornalero o peón,7.0,300.0,190.5
30.0,30.0,2,Mira (chontahuasi),No hay dato,2.0,1.0,,,,1,23.0,6.0,Soltero(a),No,7.0,Humanidades y Artes,,,Jornalero o peón,5.0,250.0,190.5
,0.0,2,Mira (chontahuasi),No hay dato,9.0,,,,,2,24.0,6.0,Unión libre,No,5.0,Servicios,No realizó ninguna gestión,,,,,190.5
,0.0,2,Mira (chontahuasi),No hay dato,0.0,,,,,2,3.0,6.0,,,,Sin dato,,,,,,190.5
,0.0,2,Mira (chontahuasi),No hay dato,0.0,,,,,1,6.0,6.0,,Si,5.0,Educación,No realizó ninguna gestión,,,,,190.5
40.0,40.0,2,Mira (chontahuasi),No hay dato,4.0,1.0,,,,1,55.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,20.0,220.0,199.75
,0.0,2,Mira (chontahuasi),No hay dato,9.0,,,,,2,49.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,199.75
40.0,40.0,2,Mira (chontahuasi),No hay dato,1.0,1.0,,1.0,,1,26.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,10.0,518.0,199.75
,0.0,2,Mira (chontahuasi),No hay dato,0.0,,,,,1,10.0,6.0,,Si,5.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,199.75
,0.0,2,Mira (chontahuasi),No hay dato,9.0,,,,,2,41.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,129.28571428571428
42.0,42.0,2,Mira (chontahuasi),No hay dato,4.0,1.0,,,,1,43.0,6.0,Casado(a),No,6.0,"Cs. Sociales, Comercio y Derecho",,,Jornalero o peón,20.0,340.0,129.28571428571428
42.0,42.0,2,Mira (chontahuasi),No hay dato,4.0,1.0,,,,1,21.0,6.0,Unión libre,No,7.0,"Cs. Sociales, Comercio y Derecho",,,Jornalero o peón,2.0,340.0,129.28571428571428
,0.0,2,Mira (chontahuasi),No hay dato,9.0,,,,,2,18.0,6.0,Soltero(a),Si,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,129.28571428571428
,0.0,2,Mira (chontahuasi),No hay dato,9.0,,,,,2,16.0,6.0,Soltero(a),Si,7.0,Educación,No realizó ninguna gestión,,,,,129.28571428571428
,0.0,2,Mira (chontahuasi),No hay dato,9.0,,,,,2,17.0,6.0,Unión libre,No,7.0,Educación,No realizó ninguna gestión,,,,,129.28571428571428
,0.0,2,Mira (chontahuasi),No hay dato,9.0,,,,,1,92.0,6.0,Viudo(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,129.28571428571428
,0.0,2,Mira (chontahuasi),No hay dato,9.0,,,,,2,82.0,6.0,Viudo(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,76.66666666666667
,0.0,2,Mira (chontahuasi),No hay dato,9.0,,,,,2,62.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,76.66666666666667
40.0,40.0,2,Mira (chontahuasi),No hay dato,4.0,1.0,,,,1,35.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,,,Jornalero o peón,6.0,180.0,76.66666666666667
15.0,15.0,1,San gabriel,No hay dato,2.0,1.0,,,,1,42.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,20.0,80.0,645.0
50.0,50.0,1,San gabriel,No hay dato,1.0,1.0,,1.0,,2,38.0,6.0,Soltero(a),No,8.0,"Cs. Sociales, Comercio y Derecho",,,Empleado de gobierno,15.0,1090.0,645.0
,0.0,1,San gabriel,No hay dato,9.0,,,,,1,64.0,6.0,Casado(a),No,9.0,Ciencias,No realizó ninguna gestión,,,,,295.0
,0.0,1,San gabriel,No hay dato,9.0,,,,,2,61.0,6.0,Casado(a),No,9.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,295.0
20.0,20.0,1,San gabriel,No hay dato,2.0,1.0,,,,2,34.0,6.0,Separado(a),No,8.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,5.0,150.0,295.0
